Index,Time,Current
119142,2022-08-03 22:27:23.21,20.26
119143,2022-08-03 22:28:23.43,20.14
119144,2022-08-03 22:29:23.70,20.29
119145,2022-08-03 22:30:23.91,20.21
119146,2022-08-03 22:31:24.16,20.32
119147,2022-08-03 22:32:24.43,20.21
119148,2022-08-03 22:33:24.74,20.52
119149,2022-08-03 22:34:24.95,20.33
119150,2022-08-03 22:35:25.17,20.34
119151,2022-08-03 22:36:25.42,20.02
119152,2022-08-03 22:37:25.65,20.12
119153,2022-08-03 22:38:25.92,20.22
119154,2022-08-03 22:39:26.17,20.15
119155,2022-08-03 22:40:26.43,20.13
119156,2022-08-03 22:41:26.68,20.23
119157,2022-08-03 22:42:26.97,20.61
119158,2022-08-03 22:43:27.23,20.34
119159,2022-08-03 22:44:27.45,20.37
119160,2022-08-03 22:45:27.69,20.28
119161,2022-08-03 22:46:27.94,20.59
119162,2022-08-03 22:47:28.18,20.32
119163,2022-08-03 22:48:28.45,20.35
119164,2022-08-03 22:49:28.70,20.53
119165,2022-08-03 22:50:28.95,20.45
119166,2022-08-03 22:51:29.19,20.37
119167,2022-08-03 22:52:29.45,20.51
119168,2022-08-03 22:53:29.72,20.4
119169,2022-08-03 22:54:29.97,20.25
119170,2022-08-03 22:55:30.25,20.13
119171,2022-08-03 22:56:30.50,20.25
119172,2022-08-03 22:57:30.73,20.35
119173,2022-08-03 22:58:30.97,20.59
119174,2022-08-03 22:59:31.20,20.47
119175,2022-08-03 23:00:31.45,20.39
119176,2022-08-03 23:01:31.73,20.45
119177,2022-08-03 23:02:31.98,20.4
119178,2022-08-03 23:03:32.22,20.13
119179,2022-08-03 23:04:32.49,20.11
119180,2022-08-03 23:05:32.75,20.18
119181,2022-08-03 23:06:32.98,20.46
119182,2022-08-03 23:07:33.25,20.47
119183,2022-08-03 23:08:33.48,20.24
119184,2022-08-03 23:09:33.77,20.41
119185,2022-08-03 23:10:34.03,20.51
119186,2022-08-03 23:11:34.27,20.86
119187,2022-08-03 23:12:34.55,20.56
119188,2022-08-03 23:13:34.82,20.31
119189,2022-08-03 23:14:35.12,20.39
119190,2022-08-03 23:15:35.05,20.39
119191,2022-08-03 23:16:35.34,20.3
119192,2022-08-03 23:17:35.58,20.5
119193,2022-08-03 23:18:35.84,20.32
119194,2022-08-03 23:19:36.09,19.99
119195,2022-08-03 23:20:36.31,20.35
119196,2022-08-03 23:21:36.55,20.8
119197,2022-08-03 23:22:36.79,20.32
119198,2022-08-03 23:23:37.02,20.17
119199,2022-08-03 23:24:37.25,20.53
119200,2022-08-03 23:25:37.50,20.26
119201,2022-08-03 23:26:37.74,20.27
119202,2022-08-03 23:27:37.97,20.48
119203,2022-08-03 23:28:38.21,20.36
119204,2022-08-03 23:29:38.46,20.27
119205,2022-08-03 23:30:38.71,20.59
119206,2022-08-03 23:31:38.95,20.37
119207,2022-08-03 23:32:39.19,20.33
119208,2022-08-03 23:33:39.40,20.34
119209,2022-08-03 23:34:39.67,20.41
119210,2022-08-03 23:35:39.90,20.34
119211,2022-08-03 23:36:40.15,20.3
119212,2022-08-03 23:37:40.39,20.23
119213,2022-08-03 23:38:40.63,20.43
119214,2022-08-03 23:39:40.86,20.25
119215,2022-08-03 23:40:41.13,20.32
119216,2022-08-03 23:41:41.37,20.24
119217,2022-08-03 23:42:41.58,20.13
119218,2022-08-03 23:43:41.80,20.27
119219,2022-08-03 23:44:42.04,20.51
119220,2022-08-03 23:45:42.29,20.43
119221,2022-08-03 23:46:42.51,20.45
119222,2022-08-03 23:47:42.75,20.36
119223,2022-08-03 23:48:43.05,20.36
119224,2022-08-03 23:49:43.03,20.17
119225,2022-08-03 23:50:43.30,20.12
119226,2022-08-03 23:51:43.58,20.5
119227,2022-08-03 23:52:43.83,20.13
119228,2022-08-03 23:53:44.09,20.23
119229,2022-08-03 23:54:44.36,20.35
119230,2022-08-03 23:55:44.66,20.63
119231,2022-08-03 23:56:44.93,20.37
119232,2022-08-03 23:57:45.17,20.26
119233,2022-08-03 23:58:45.42,20.36
119234,2022-08-03 23:59:45.68,20.43
119235,2022-08-04 00:00:45.91,20.07
119236,2022-08-04 00:01:46.15,20.78
119237,2022-08-04 00:02:46.40,20.24
119238,2022-08-04 00:03:46.70,20.54
119239,2022-08-04 00:04:46.63,20.32
119240,2022-08-04 00:05:46.87,20.5
119241,2022-08-04 00:06:47.10,20.24
119242,2022-08-04 00:07:47.37,21.01
119243,2022-08-04 00:08:47.57,21.78
119244,2022-08-04 00:09:47.82,20.21
119245,2022-08-04 00:10:48.06,20.35
119246,2022-08-04 00:11:48.30,20.11
119247,2022-08-04 00:12:48.54,21.44
119248,2022-08-04 00:13:48.78,20.2
119249,2022-08-04 00:14:49.06,20.37
119250,2022-08-04 00:15:49.31,20.21
119251,2022-08-04 00:16:49.60,20.36
119252,2022-08-04 00:17:49.83,21.34
119253,2022-08-04 00:18:50.07,20.11
119254,2022-08-04 00:19:50.32,20.02
119255,2022-08-04 00:20:50.56,20.44
119256,2022-08-04 00:21:50.83,20.18
119257,2022-08-04 00:22:51.11,20.59
119258,2022-08-04 00:23:51.34,20.34
119259,2022-08-04 00:24:51.60,20.31
119260,2022-08-04 00:25:51.81,20.36
119261,2022-08-04 00:26:52.06,20.26
119262,2022-08-04 00:27:52.30,20.44
119263,2022-08-04 00:28:52.54,20.38
119264,2022-08-04 00:29:52.80,20.22
119265,2022-08-04 00:30:53.03,20.14
119266,2022-08-04 00:31:53.28,20.26
119267,2022-08-04 00:32:53.51,20.34
119268,2022-08-04 00:33:53.75,20.37
119269,2022-08-04 00:34:54.05,20.25
119270,2022-08-04 00:35:53.97,20.08
119271,2022-08-04 00:36:54.22,20.2
119272,2022-08-04 00:37:54.47,20.32
119273,2022-08-04 00:38:54.73,20.37
119274,2022-08-04 00:39:54.97,20.13
119275,2022-08-04 00:40:55.21,20.24
119276,2022-08-04 00:41:55.44,20.2
119277,2022-08-04 00:42:55.66,20.23
119278,2022-08-04 00:43:55.94,20.25
119279,2022-08-04 00:44:56.18,20.14
119280,2022-08-04 00:45:56.39,20.29
119281,2022-08-04 00:46:56.65,20.31
119282,2022-08-04 00:47:56.91,20.09
119283,2022-08-04 00:48:57.15,20.39
119284,2022-08-04 00:49:57.45,20.01
119285,2022-08-04 00:50:57.41,20.37
119286,2022-08-04 00:51:57.65,20.35
119287,2022-08-04 00:52:57.89,20.98
119288,2022-08-04 00:53:58.14,20.7
119289,2022-08-04 00:54:58.40,20.16
119290,2022-08-04 00:55:58.69,20.16
119291,2022-08-04 00:56:58.95,20.28
119292,2022-08-04 00:57:59.20,20.26
119293,2022-08-04 00:58:59.49,20.23
119294,2022-08-04 00:59:59.45,20.29
119295,2022-08-04 01:00:59.68,20.35
119296,2022-08-04 01:01:59.94,20.12
119297,2022-08-04 01:03:00.24,20.54
119298,2022-08-04 01:04:00.47,20.34
119299,2022-08-04 01:05:00.69,20.23
119300,2022-08-04 01:06:00.95,20.35
119301,2022-08-04 01:07:01.21,20.39
119302,2022-08-04 01:08:01.47,20.16
119303,2022-08-04 01:09:01.71,20.29
119304,2022-08-04 01:10:01.95,20.38
119305,2022-08-04 01:11:02.18,20.1
119306,2022-08-04 01:12:02.42,20.33
119307,2022-08-04 01:13:02.67,20.08
119308,2022-08-04 01:14:02.90,20.38
119309,2022-08-04 01:15:03.16,20.41
119310,2022-08-04 01:16:03.23,20.14
119311,2022-08-04 01:17:03.46,20.2
119312,2022-08-04 01:18:03.67,20.5
119313,2022-08-04 01:19:03.87,20.3
119314,2022-08-04 01:20:04.09,20.3
119315,2022-08-04 01:21:04.29,20.42
119316,2022-08-04 01:22:04.52,20.04
119317,2022-08-04 01:23:04.77,20.41
119318,2022-08-04 01:24:05.00,20.4
119319,2022-08-04 01:25:05.21,20.02
119320,2022-08-04 01:26:05.46,20.41
119321,2022-08-04 01:27:05.66,20.14
119322,2022-08-04 01:28:05.88,20.05
119323,2022-08-04 01:29:06.12,20.21
119324,2022-08-04 01:30:06.33,20.44
119325,2022-08-04 01:31:06.56,20.48
119326,2022-08-04 01:32:06.78,20.37
119327,2022-08-04 01:33:06.97,20.42
119328,2022-08-04 01:34:07.19,20.35
119329,2022-08-04 01:35:07.43,20.25
119330,2022-08-04 01:36:07.65,20.35
119331,2022-08-04 01:37:07.89,20.21
119332,2022-08-04 01:38:08.12,20.35
119333,2022-08-04 01:39:08.33,21.49
119334,2022-08-04 01:40:08.57,20.45
119335,2022-08-04 01:41:08.77,20.4
119336,2022-08-04 01:42:09.00,20.33
119337,2022-08-04 01:43:09.23,20.41
119338,2022-08-04 01:44:09.44,20.24
119339,2022-08-04 01:45:09.66,20.1
119340,2022-08-04 01:46:09.91,20.04
119341,2022-08-04 01:47:10.17,20.98
119342,2022-08-04 01:48:10.41,20.31
119343,2022-08-04 01:49:10.65,20.65
119344,2022-08-04 01:50:10.85,20.25
119345,2022-08-04 01:51:11.09,20.08
119346,2022-08-04 01:52:11.29,20.42
119347,2022-08-04 01:53:11.51,20.46
119348,2022-08-04 01:54:11.73,20.32
119349,2022-08-04 01:55:11.95,20.28
119350,2022-08-04 01:56:12.22,20.43
119351,2022-08-04 01:57:12.44,20.52
119352,2022-08-04 01:58:12.67,20.55
119353,2022-08-04 01:59:12.89,20.21
119354,2022-08-04 02:00:13.10,20.24
119355,2022-08-04 02:01:13.32,20.15
119356,2022-08-04 02:02:13.55,20.37
119357,2022-08-04 02:03:13.76,20.24
119358,2022-08-04 02:04:13.97,20.32
119359,2022-08-04 02:05:14.24,21.7
119360,2022-08-04 02:06:14.48,20.41
119361,2022-08-04 02:07:14.66,20.4
119362,2022-08-04 02:08:14.90,20.49
119363,2022-08-04 02:09:15.11,20.18
119364,2022-08-04 02:10:15.36,20.21
119365,2022-08-04 02:11:15.62,20.12
119366,2022-08-04 02:12:15.82,21.8
119367,2022-08-04 02:13:16.04,20.15
119368,2022-08-04 02:14:16.24,20.13
119369,2022-08-04 02:15:16.48,20.4
119370,2022-08-04 02:16:16.69,20.77
119371,2022-08-04 02:17:16.95,21.38
119372,2022-08-04 02:18:17.17,20.45
119373,2022-08-04 02:19:17.41,20.34
119374,2022-08-04 02:20:17.64,20.53
119375,2022-08-04 02:21:17.86,20.22
119376,2022-08-04 02:22:18.09,20.19
119377,2022-08-04 02:23:18.31,20.31
119378,2022-08-04 02:24:18.55,20.27
119379,2022-08-04 02:25:18.79,20.19
119380,2022-08-04 02:26:19.01,21.97
119381,2022-08-04 02:27:19.27,20.98
119382,2022-08-04 02:28:19.49,20.47
119383,2022-08-04 02:29:19.71,20.05
119384,2022-08-04 02:30:19.93,20.23
119385,2022-08-04 02:31:20.14,20.4
119386,2022-08-04 02:32:20.36,20.07
119387,2022-08-04 02:33:20.60,22.01
119388,2022-08-04 02:34:20.83,20.47
119389,2022-08-04 02:35:21.06,20.26
119390,2022-08-04 02:36:21.33,20.3
119391,2022-08-04 02:37:21.55,20.49
119392,2022-08-04 02:38:21.77,20.25
119393,2022-08-04 02:39:21.98,20.06
119394,2022-08-04 02:40:22.21,20.38
119395,2022-08-04 02:41:22.46,20.29
119396,2022-08-04 02:42:22.69,20.5
119397,2022-08-04 02:43:22.93,20.18
119398,2022-08-04 02:44:23.16,20.41
119399,2022-08-04 02:45:23.40,20.27
119400,2022-08-04 02:46:23.62,20.45
119401,2022-08-04 02:47:23.85,20.27
119402,2022-08-04 02:48:24.06,20.24
119403,2022-08-04 02:49:24.32,20.46
119404,2022-08-04 02:50:24.58,20.44
119405,2022-08-04 02:51:24.83,20.28
119406,2022-08-04 02:52:25.05,20.15
119407,2022-08-04 02:53:25.25,20.31
119408,2022-08-04 02:54:25.47,20.32
119409,2022-08-04 02:55:25.72,20.32
119410,2022-08-04 02:56:25.94,20.35
119411,2022-08-04 02:57:26.19,20.21
119412,2022-08-04 02:58:26.40,20.21
119413,2022-08-04 02:59:26.63,20.3
119414,2022-08-04 03:00:26.86,20.33
119415,2022-08-04 03:01:27.07,20.35
119416,2022-08-04 03:02:27.30,20.39
119417,2022-08-04 03:03:27.57,20.41
119418,2022-08-04 03:04:27.79,20.25
119419,2022-08-04 03:05:28.02,20.37
119420,2022-08-04 03:06:28.31,20.32
119421,2022-08-04 03:07:28.57,20.28
119422,2022-08-04 03:08:28.78,20.59
119423,2022-08-04 03:09:29.01,20.39
119424,2022-08-04 03:10:29.31,20.47
119425,2022-08-04 03:11:29.52,20.68
119426,2022-08-04 03:12:29.74,20.09
119427,2022-08-04 03:13:29.98,20.97
119428,2022-08-04 03:14:30.19,20.1
119429,2022-08-04 03:15:30.42,20.2
119430,2022-08-04 03:16:30.64,20.44
119431,2022-08-04 03:17:30.88,20.13
119432,2022-08-04 03:18:31.10,20.41
119433,2022-08-04 03:19:31.33,20.26
119434,2022-08-04 03:20:31.55,20.31
119435,2022-08-04 03:21:31.78,20.35
119436,2022-08-04 03:22:32.01,20.13
119437,2022-08-04 03:23:32.26,20.17
119438,2022-08-04 03:24:32.51,20.32
119439,2022-08-04 03:25:32.72,20.28
119440,2022-08-04 03:26:32.99,20.42
119441,2022-08-04 03:27:33.23,20.28
119442,2022-08-04 03:28:33.47,20.48
119443,2022-08-04 03:29:33.70,20.07
119444,2022-08-04 03:30:33.92,20.15
119445,2022-08-04 03:31:34.18,20.37
119446,2022-08-04 03:32:34.45,20.18
119447,2022-08-04 03:33:34.68,20.64
119448,2022-08-04 03:34:34.90,20.39
119449,2022-08-04 03:35:35.14,20.16
119450,2022-08-04 03:36:35.36,20.35
119451,2022-08-04 03:37:35.58,20.13
119452,2022-08-04 03:38:35.78,20.32
119453,2022-08-04 03:39:36.01,20.2
119454,2022-08-04 03:40:36.23,20.11
119455,2022-08-04 03:41:36.45,20.2
119456,2022-08-04 03:42:36.68,20.39
119457,2022-08-04 03:43:36.90,20.44
119458,2022-08-04 03:44:37.13,20.27
119459,2022-08-04 03:45:37.34,20.37
119460,2022-08-04 03:46:37.60,20.56
119461,2022-08-04 03:47:37.81,20.45
119462,2022-08-04 03:48:38.04,20.39
119463,2022-08-04 03:49:38.28,20.38
119464,2022-08-04 03:50:38.51,20.27
119465,2022-08-04 03:51:38.75,20.07
119466,2022-08-04 03:52:38.97,20.21
119467,2022-08-04 03:53:39.20,20.46
119468,2022-08-04 03:54:39.42,21.42
119469,2022-08-04 03:55:39.65,20.25
119470,2022-08-04 03:56:39.87,20.28
119471,2022-08-04 03:57:40.11,20.23
119472,2022-08-04 03:58:40.33,20.38
119473,2022-08-04 03:59:40.54,20.48
119474,2022-08-04 04:00:40.76,20.38
119475,2022-08-04 04:01:40.99,20.33
119476,2022-08-04 04:02:41.26,20.39
119477,2022-08-04 04:03:41.50,20.39
119478,2022-08-04 04:04:41.72,20.17
119479,2022-08-04 04:05:41.93,20.33
119480,2022-08-04 04:06:42.17,20.28
119481,2022-08-04 04:07:42.41,20.38
119482,2022-08-04 04:08:42.64,20.16
119483,2022-08-04 04:09:42.87,20.27
119484,2022-08-04 04:10:43.10,20.21
119485,2022-08-04 04:11:43.33,20.35
119486,2022-08-04 04:12:43.58,21.52
119487,2022-08-04 04:13:43.80,20.16
119488,2022-08-04 04:14:44.01,20.09
119489,2022-08-04 04:15:44.29,20.37
119490,2022-08-04 04:16:44.55,20.39
119491,2022-08-04 04:17:44.76,20.32
119492,2022-08-04 04:18:45.01,20.33
119493,2022-08-04 04:19:45.26,20.5
119494,2022-08-04 04:20:45.48,20.34
119495,2022-08-04 04:21:45.71,22.34
119496,2022-08-04 04:22:45.93,20.15
119497,2022-08-04 04:23:46.17,20.34
119498,2022-08-04 04:24:46.36,20.12
119499,2022-08-04 04:25:46.60,20.35
119500,2022-08-04 04:26:46.82,20.26
119501,2022-08-04 04:27:47.05,20.43
119502,2022-08-04 04:28:47.33,20.98
119503,2022-08-04 04:29:47.57,20.45
119504,2022-08-04 04:30:47.79,20.37
119505,2022-08-04 04:31:48.00,20.15
119506,2022-08-04 04:32:48.22,20.41
119507,2022-08-04 04:33:48.51,21.19
119508,2022-08-04 04:34:48.75,22.18
119509,2022-08-04 04:35:48.97,21.25
119510,2022-08-04 04:36:49.22,19.98
119511,2022-08-04 04:37:49.46,20.46
119512,2022-08-04 04:38:49.69,20.32
119513,2022-08-04 04:39:49.92,20.38
119514,2022-08-04 04:40:50.12,20.12
119515,2022-08-04 04:41:50.35,20.31
119516,2022-08-04 04:42:50.59,20.41
119517,2022-08-04 04:43:50.82,20.08
119518,2022-08-04 04:44:51.03,20.23
119519,2022-08-04 04:45:51.26,20.45
119520,2022-08-04 04:46:51.48,20.78
119521,2022-08-04 04:47:51.71,20.6
119522,2022-08-04 04:48:51.95,20.64
119523,2022-08-04 04:49:52.18,20.3
119524,2022-08-04 04:50:52.40,20.38
119525,2022-08-04 04:51:52.62,20.57
119526,2022-08-04 04:52:52.85,20.67
119527,2022-08-04 04:53:53.11,20.55
119528,2022-08-04 04:54:53.35,20.43
119529,2022-08-04 04:55:53.59,20.14
119530,2022-08-04 04:56:53.82,20.33
119531,2022-08-04 04:57:54.10,20.09
119532,2022-08-04 04:58:54.32,20.36
119533,2022-08-04 04:59:54.53,20.4
119534,2022-08-04 05:00:54.77,21.68
119535,2022-08-04 05:01:55.01,20.63
119536,2022-08-04 05:02:55.25,20.34
119537,2022-08-04 05:03:55.48,20.31
119538,2022-08-04 05:04:55.68,20.39
119539,2022-08-04 05:05:55.96,20.53
119540,2022-08-04 05:06:56.16,20.55
119541,2022-08-04 05:07:56.42,20.72
119542,2022-08-04 05:08:56.64,20.44
119543,2022-08-04 05:09:56.89,20.65
119544,2022-08-04 05:10:57.12,20.48
119545,2022-08-04 05:11:57.34,20.42
119546,2022-08-04 05:12:57.57,20.33
119547,2022-08-04 05:13:57.78,20.32
119548,2022-08-04 05:14:58.01,20.42
119549,2022-08-04 05:15:58.25,20.39
119550,2022-08-04 05:16:58.45,21.45
119551,2022-08-04 05:17:58.66,21.44
119552,2022-08-04 05:18:58.87,20.17
119553,2022-08-04 05:19:59.15,20.55
119554,2022-08-04 05:20:59.37,20.22
119555,2022-08-04 05:21:59.58,20.26
119556,2022-08-04 05:22:59.80,20.26
119557,2022-08-04 05:24:00.03,20.34
119558,2022-08-04 05:25:00.27,20.2
119559,2022-08-04 05:26:00.47,20.26
119560,2022-08-04 05:27:00.69,20.26
119561,2022-08-04 05:28:00.92,20.37
119562,2022-08-04 05:29:01.15,20.18
119563,2022-08-04 05:30:01.37,19.83
119564,2022-08-04 05:31:01.59,20.11
119565,2022-08-04 05:32:01.80,20.39
119566,2022-08-04 05:33:02.03,20.2
119567,2022-08-04 05:34:02.27,20.08
119568,2022-08-04 05:35:02.47,20.45
119569,2022-08-04 05:36:02.70,20.11
119570,2022-08-04 05:37:02.94,20.12
119571,2022-08-04 05:38:03.17,20.49
119572,2022-08-04 05:39:03.44,20.48
119573,2022-08-04 05:40:03.71,20.41
119574,2022-08-04 05:41:03.94,20.38
119575,2022-08-04 05:42:04.16,19.88
119576,2022-08-04 05:43:04.39,20.32
119577,2022-08-04 05:44:04.63,20.18
119578,2022-08-04 05:45:04.83,20.54
119579,2022-08-04 05:46:05.05,20.31
119580,2022-08-04 05:47:05.27,20.25
119581,2022-08-04 05:48:05.49,20.3
119582,2022-08-04 05:49:05.75,20.17
119583,2022-08-04 05:50:05.99,20.14
119584,2022-08-04 05:51:06.23,20.3
119585,2022-08-04 05:52:06.46,20.33
119586,2022-08-04 05:53:06.67,20.25
119587,2022-08-04 05:54:06.89,20.22
119588,2022-08-04 05:55:07.09,20.13
119589,2022-08-04 05:56:07.33,20.2
119590,2022-08-04 05:57:07.54,20.46
119591,2022-08-04 05:58:07.76,20.42
119592,2022-08-04 05:59:08.00,20.31
119593,2022-08-04 06:00:08.23,20.26
119594,2022-08-04 06:01:08.47,20.05
119595,2022-08-04 06:02:08.70,20.3
119596,2022-08-04 06:03:08.92,20.38
119597,2022-08-04 06:04:09.16,20.33
119598,2022-08-04 06:05:09.37,20.37
119599,2022-08-04 06:06:09.60,20.43
119600,2022-08-04 06:07:09.83,20.49
119601,2022-08-04 06:08:10.03,20.22
119602,2022-08-04 06:09:10.25,20.61
119603,2022-08-04 06:10:10.52,20.35
119604,2022-08-04 06:11:10.76,20.4
119605,2022-08-04 06:12:11.02,20.49
119606,2022-08-04 06:13:11.24,20.62
119607,2022-08-04 06:14:11.46,20.53
119608,2022-08-04 06:15:11.70,20.3
119609,2022-08-04 06:16:11.93,20.54
119610,2022-08-04 06:17:12.14,20.58
119611,2022-08-04 06:18:12.36,20.72
119612,2022-08-04 06:19:12.58,20.35
119613,2022-08-04 06:20:12.82,20.26
119614,2022-08-04 06:21:13.06,20.61
119615,2022-08-04 06:22:13.30,20.38
119616,2022-08-04 06:23:13.56,20.49
119617,2022-08-04 06:24:13.79,20.49
119618,2022-08-04 06:25:14.00,20.37
119619,2022-08-04 06:26:14.25,24.59
119620,2022-08-04 06:27:14.49,62.07
119621,2022-08-04 06:28:14.70,66.53
119622,2022-08-04 06:29:14.91,65.66
119623,2022-08-04 06:30:15.13,65.77
119624,2022-08-04 06:31:15.34,65.76
119625,2022-08-04 06:32:15.55,65.68
119626,2022-08-04 06:33:15.79,65.39
119627,2022-08-04 06:34:16.00,65.35
119628,2022-08-04 06:35:16.21,65.72
119629,2022-08-04 06:36:16.46,65.7
119630,2022-08-04 06:37:16.69,65.24
119631,2022-08-04 06:38:16.95,65.01
119632,2022-08-04 06:39:17.17,65.28
119633,2022-08-04 06:40:17.38,65.09
119634,2022-08-04 06:41:17.63,64.8
119635,2022-08-04 06:42:17.87,65.02
119636,2022-08-04 06:43:18.11,65.09
119637,2022-08-04 06:44:18.37,64.89
119638,2022-08-04 06:45:18.61,65.59
119639,2022-08-04 06:46:18.83,64.7
119640,2022-08-04 06:47:19.06,65.0
119641,2022-08-04 06:48:19.28,65.12
119642,2022-08-04 06:49:19.54,64.42
119643,2022-08-04 06:50:19.76,65.39
119644,2022-08-04 06:51:19.99,64.95
119645,2022-08-04 06:52:20.24,65.02
119646,2022-08-04 06:53:20.46,64.88
119647,2022-08-04 06:54:20.68,65.2
119648,2022-08-04 06:55:20.91,65.16
119649,2022-08-04 06:56:21.11,64.57
119650,2022-08-04 06:57:21.36,65.45
119651,2022-08-04 06:58:21.60,64.68
119652,2022-08-04 06:59:21.86,65.03
119653,2022-08-04 07:00:22.08,65.11
119654,2022-08-04 07:01:22.31,64.5
119655,2022-08-04 07:02:22.52,65.02
119656,2022-08-04 07:03:22.79,64.78
119657,2022-08-04 07:04:23.04,64.81
119658,2022-08-04 07:05:23.26,64.87
119659,2022-08-04 07:06:23.48,65.23
119660,2022-08-04 07:07:23.69,65.61
119661,2022-08-04 07:08:23.94,64.91
119662,2022-08-04 07:09:24.17,64.88
119663,2022-08-04 07:10:24.40,64.98
119664,2022-08-04 07:11:24.62,65.18
119665,2022-08-04 07:12:24.85,64.92
119666,2022-08-04 07:13:25.07,65.12
119667,2022-08-04 07:14:25.31,64.58
119668,2022-08-04 07:15:25.53,64.69
119669,2022-08-04 07:16:25.76,65.03
119670,2022-08-04 07:17:25.99,65.08
119671,2022-08-04 07:18:26.21,65.04
119672,2022-08-04 07:19:26.49,65.01
119673,2022-08-04 07:20:26.76,65.01
119674,2022-08-04 07:21:26.96,64.33
119675,2022-08-04 07:22:27.20,64.44
119676,2022-08-04 07:23:27.41,64.61
119677,2022-08-04 07:24:27.66,64.53
119678,2022-08-04 07:25:27.88,65.12
119679,2022-08-04 07:26:28.12,64.49
119680,2022-08-04 07:27:28.34,64.47
119681,2022-08-04 07:28:28.57,64.7
119682,2022-08-04 07:29:28.83,64.56
119683,2022-08-04 07:30:29.11,64.71
119684,2022-08-04 07:31:29.35,65.01
119685,2022-08-04 07:32:29.62,65.2
119686,2022-08-04 07:33:29.90,64.72
119687,2022-08-04 07:34:30.11,64.89
119688,2022-08-04 07:35:30.32,64.33
119689,2022-08-04 07:36:30.55,64.57
119690,2022-08-04 07:37:30.77,64.43
119691,2022-08-04 07:38:31.02,64.68
119692,2022-08-04 07:39:31.30,65.01
119693,2022-08-04 07:40:31.53,64.02
119694,2022-08-04 07:41:31.74,64.45
119695,2022-08-04 07:42:31.96,64.25
119696,2022-08-04 07:43:32.17,64.5
119697,2022-08-04 07:44:32.38,64.44
119698,2022-08-04 07:45:32.62,64.09
119699,2022-08-04 07:46:32.84,64.59
119700,2022-08-04 07:47:33.05,64.76
119701,2022-08-04 07:48:33.28,64.7
119702,2022-08-04 07:49:33.49,64.56
119703,2022-08-04 07:50:33.73,64.71
119704,2022-08-04 07:51:33.95,64.77
119705,2022-08-04 07:52:34.19,64.54
119706,2022-08-04 07:53:34.43,64.37
119707,2022-08-04 07:54:34.72,64.3
119708,2022-08-04 07:55:34.94,64.65
119709,2022-08-04 07:56:35.17,64.67
119710,2022-08-04 07:57:35.40,64.27
119711,2022-08-04 07:58:35.60,64.23
119712,2022-08-04 07:59:35.90,64.45
119713,2022-08-04 08:00:36.14,63.84
119714,2022-08-04 08:01:36.37,63.88
119715,2022-08-04 08:02:36.56,63.98
119716,2022-08-04 08:03:36.80,63.84
119717,2022-08-04 08:04:37.03,63.93
119718,2022-08-04 08:05:37.25,63.98
119719,2022-08-04 08:06:37.50,64.24
119720,2022-08-04 08:07:37.74,64.27
119721,2022-08-04 08:08:38.01,63.54
119722,2022-08-04 08:09:38.23,64.01
119723,2022-08-04 08:10:38.49,64.04
119724,2022-08-04 08:11:38.71,64.15
119725,2022-08-04 08:12:38.94,64.04
119726,2022-08-04 08:13:39.18,63.9
119727,2022-08-04 08:14:39.43,63.88
119728,2022-08-04 08:15:39.65,64.17
119729,2022-08-04 08:16:39.93,64.02
119730,2022-08-04 08:17:40.15,64.24
