,Month,Time,Position,ADC
179,2,05:50:00,247.4394147,650
180,2,06:00:00,250.1828989,650
181,2,06:10:00,252.9263832,650
182,2,06:20:00,255.6698674,650
183,2,06:30:00,258.4133516,650
184,2,06:40:00,261.1568358,650
185,2,06:50:00,263.9003201,650
186,2,07:00:00,266.6438008,650
187,2,07:10:00,269.3872885,650
188,2,07:20:00,272.1307727,650
189,2,07:30:00,274.874257,650
190,2,07:40:00,277.6177412,650
191,2,07:50:00,280.3612254,650
192,2,08:00:00,283.1047096,650
193,2,08:10:00,285.8481939,650
194,2,08:20:00,288.5916781,650
195,2,08:30:00,291.3351623,650
196,2,08:40:00,294.0786465,650
197,2,08:50:00,296.8221308,650
198,2,09:00:00,299.565615,650
199,2,09:10:00,302.3090992,650
200,2,09:20:00,305.0525834,650
201,2,09:30:00,307.7960677,650
202,2,09:40:00,310.5395519,650
203,2,09:50:00,313.2830361,650
204,2,10:00:00,316.0265203,650
205,2,10:10:00,318.7700046,650
206,2,10:20:00,321.5134888,650
207,2,10:30:00,324.256973,650
208,2,10:40:00,327.0004572,650
209,2,10:50:00,329.7439415,650
210,2,11:00:00,332.4874257,650
211,2,11:10:00,335.2309099,650
212,2,11:20:00,337.9743941,650
213,2,11:30:00,340.7178784,650
214,2,11:40:00,343.4613626,650
215,2,11:50:00,346.2048468,650
216,2,12:00:00,46.10882487,650
217,2,12:10:00,43.36534065,650
218,2,12:20:00,40.62185642,650
219,2,12:30:00,37.8783722,650
220,2,12:40:00,35.13488797,650
221,2,12:50:00,32.39140375,650
222,2,13:00:00,29.64791952,650
223,2,13:10:00,26.10234353,650
224,2,13:20:00,24.16095107,650
225,2,13:30:00,21.41746685,650
226,2,13:40:00,18.67398262,650
227,2,13:50:00,15.9304984,650
228,2,14:00:00,13.18701417,650
229,2,14:10:00,10.44352995,650
230,2,14:20:00,7.700045725,650
231,2,14:30:00,4.9565615,650
232,2,14:40:00,2.213077275,650
233,2,14:50:00,0.53040695,1023
234,2,15:00:00,3.273891175,1023
235,2,15:10:00,6.0173754,1023
236,2,15:20:00,8.760859625,1023
237,2,15:30:00,11.50434385,1023
238,2,15:40:00,14.24782807,1023
239,2,15:50:00,16.9913123,1023
240,2,16:00:00,19.73479652,1023
241,2,16:10:00,22.47828075,1023
242,2,16:20:00,25.22176497,1023
243,2,16:30:00,27.9652492,1023
244,2,16:40:00,30.70873342,1023
245,2,16:50:00,33.45221765,1023
246,2,17:00:00,36.19570187,1023
247,2,17:10:00,38.9391861,1023
248,2,17:20:00,41.68267032,1023
249,2,17:30:00,44.42615455,1023
250,2,17:40:00,47.16963877,1023
251,2,17:50:00,49.913123,1023
252,2,18:00:00,52.65660722,1023
253,2,18:10:00,55.40009145,1023
254,2,18:20:00,58.14357567,1023
255,2,18:30:00,60.8870599,898
256,2,18:40:00,63.63054412,881
257,2,18:50:00,66.37402835,863
258,2,19:00:00,69.11751257,845
259,2,19:10:00,71.8609968,826
260,2,19:20:00,74.60448102,806
261,2,19:30:00,77.34796525,786
262,2,19:40:00,80.09144947,766
263,2,19:50:00,82.8349337,745
264,2,20:00:00,85.57841792,723
265,2,20:10:00,88.32190215,702
266,2,20:20:00,91.06538637,679
267,2,20:30:00,93.8088706,657
268,2,20:40:00,96.55235482,634
269,2,20:50:00,99.29583102,610
270,2,21:00:00,102.0393233,587
271,2,21:10:00,104.7828075,563
272,2,21:20:00,107.5262917,539
273,2,21:30:00,110.2697759,515
274,2,21:40:00,113.0132602,491
275,2,21:50:00,115.7567444,466
276,2,22:00:00,118.5002286,442
277,2,22:10:00,121.2437128,0
278,2,22:20:00,123.9871971,0
279,2,22:30:00,126.7306813,0
280,2,22:40:00,129.4741655,0
281,2,22:50:00,132.2176497,0
282,2,23:00:00,134.961134,0
283,2,23:10:00,137.7046182,0
284,2,23:20:00,140.4481024,0
285,2,23:30:00,143.1915866,0
286,2,23:40:00,145.9350709,0
287,2,23:50:00,148.6785551,0
288,3,00:00:00,147.3632581,0
289,3,00:10:00,149.8737767,0
290,3,00:20:00,152.3805311,0
291,3,00:30:00,154.8948139,0
292,3,00:40:00,157.4053325,0
293,3,00:50:00,159.9158511,0
294,3,01:00:00,162.4263697,0
295,3,01:10:00,164.9365084,0
296,3,01:20:00,167.447407,0
297,3,01:30:00,169.9579256,0
298,3,01:40:00,172.4684442,0
299,3,01:50:00,174.9789628,0
300,3,02:00:00,177.4894814,0
301,3,02:10:00,180,0
302,3,02:20:00,182.5105186,650
303,3,02:30:00,185.0210372,650
304,3,02:40:00,187.5315558,650
305,3,02:50:00,190.0420744,650
306,3,03:00:00,192.552593,650
307,3,03:10:00,195.0631116,650
308,3,03:20:00,197.5736303,650
309,3,03:30:00,200.0841489,650
310,3,03:40:00,202.5946675,650
311,3,03:50:00,205.1051861,650
312,3,04:00:00,207.6157047,650
313,3,04:10:00,210.1262233,650
314,3,04:20:00,212.6367411,650
315,3,04:30:00,215.1472605,650
316,3,04:40:00,217.6577791,650
317,3,04:50:00,220.1682977,650
318,3,05:00:00,222.6788163,650
319,3,05:10:00,225.1893349,650
320,3,05:20:00,227.6998536,650
321,3,05:30:00,230.2103722,650
322,3,05:40:00,232.7208908,650
323,3,05:50:00,235.2314094,650
324,3,06:00:00,237.741928,650
325,3,06:10:00,240.2524466,650
326,3,06:20:00,242.7629652,650
327,3,06:30:00,245.2734838,650
328,3,06:40:00,247.7840024,650
329,3,06:50:00,250.294521,650
330,3,07:00:00,252.8050396,650
331,3,07:10:00,255.3155582,650
332,3,07:20:00,257.8260768,650
333,3,07:30:00,260.3365955,650
334,3,07:40:00,262.8471141,650
335,3,07:50:00,265.3576327,650
336,3,08:00:00,267.8681513,650
337,3,08:10:00,270.3786699,650
338,3,08:20:00,272.8891885,650
339,3,08:30:00,275.3997071,650
340,3,08:40:00,277.9102257,650
341,3,08:50:00,280.4207443,650
342,3,09:00:00,282.9312629,650
343,3,09:10:00,285.4417815,650
344,3,09:20:00,287.9523001,650
345,3,09:30:00,290.4628188,650
346,3,09:40:00,292.9733374,650
347,3,09:50:00,295.483856,650
348,3,10:00:00,297.9943746,650
349,3,10:10:00,300.5048932,650
350,3,10:20:00,303.0154118,650
351,3,10:30:00,305.5259304,650
352,3,10:40:00,308.036449,650
353,3,10:50:00,310.5469676,650
354,3,11:00:00,313.0574862,650
355,3,11:10:00,315.5680048,650
356,3,11:20:00,318.0785234,650
357,3,11:30:00,320.5810232,650
358,3,11:40:00,323.0995607,650
359,3,11:50:00,325.6100793,650
360,3,12:00:00,33.38989749,650
361,3,12:10:00,30.87937888,650
362,3,12:20:00,28.36506027,650
363,3,12:30:00,25.85834166,650
364,3,12:40:00,23.34782305,650
365,3,12:50:00,20.83730445,650
366,3,13:00:00,18.32678584,650
367,3,13:10:00,15.81626723,650
368,3,13:20:00,13.30574862,650
369,3,13:30:00,10.79523001,650
370,3,13:40:00,8.284711407,650
371,3,13:50:00,5.774192799,650
372,3,14:00:00,3.26367411,650
373,3,14:10:00,0.753155582,650
374,3,14:20:00,1.757363026,1023
375,3,14:30:00,4.267881634,1023
376,3,14:40:00,6.778400242,1023
377,3,14:50:00,9.28891885,1023
378,3,15:00:00,11.79943746,1023
379,3,15:10:00,14.30995607,1023
380,3,15:20:00,16.82047467,1023
381,3,15:30:00,19.33099328,1023
382,3,15:40:00,21.84151189,1023
383,3,15:50:00,24.3520305,1023
384,3,16:00:00,26.86254911,1023
385,3,16:10:00,29.37306771,1023
386,3,16:20:00,31.88358632,1023
387,3,16:30:00,34.39410493,1023
388,3,16:40:00,36.10236235,1023
389,3,16:50:00,39.41514215,1023
390,3,17:00:00,41.92566075,1023
391,3,17:10:00,44.43617936,1023
392,3,17:20:00,46.94669797,1023
393,3,17:30:00,49.45721658,1023
394,3,17:40:00,51.96773519,1023
395,3,17:50:00,54.47825379,1023
396,3,18:00:00,56.9887724,1023
397,3,18:10:00,59.49929101,1023
398,3,18:20:00,62.00980962,891
399,3,18:30:00,64.52032823,875
400,3,18:40:00,67.03084684,859
401,3,18:50:00,69.54136544,842
402,3,19:00:00,72.05188405,825
403,3,19:10:00,74.56240266,807
404,3,19:20:00,77.07292127,788
405,3,19:30:00,79.58343988,770
406,3,19:40:00,82.09395848,751
407,3,19:50:00,84.60447709,731
408,3,20:00:00,87.1149957,711
409,3,20:10:00,89.62551431,691
410,3,20:20:00,92.13603292,670
411,3,20:30:00,94.64655152,650
412,3,20:40:00,97.15707013,628
413,3,20:50:00,99.66758874,607
414,3,21:00:00,102.1781073,585
415,3,21:10:00,104.650626,564
416,3,21:20:00,107.1991446,542
417,3,21:30:00,109.7096632,520
418,3,21:40:00,112.2201818,498
419,3,21:50:00,114.7307004,475
420,3,22:00:00,117.241219,453
421,3,22:10:00,119.7517376,431
422,3,22:20:00,122.2622562,0
423,3,22:30:00,124.7727748,0
424,3,22:40:00,127.2832934,0
425,3,22:50:00,129.793812,0
426,3,23:00:00,132.3043306,0
427,3,23:10:00,134.8148493,0
428,3,23:20:00,137.3253679,0
429,3,23:30:00,139.8358865,0
430,3,23:40:00,142.3464051,0
431,3,23:50:00,144.8569237,0
432,4,00:00:00,144.4578441,0
433,4,00:10:00,146.7508864,0
434,4,00:20:00,149.0439287,0
435,4,00:30:00,151.3369711,0
436,4,00:40:00,153.6300134,0
437,4,00:50:00,155.9230557,0
438,4,01:00:00,158.216098,0
439,4,01:10:00,160.5091403,0
440,4,01:20:00,162.8021826,0
441,4,01:30:00,165.095225,0
442,4,01:40:00,167.3882673,0
443,4,01:50:00,169.6813096,0
444,4,02:00:00,171.9743519,0
445,4,02:10:00,174.2673942,0
446,4,02:20:00,176.5604365,0
447,4,02:30:00,178.8534788,0
448,4,02:40:00,181.1465212,650
449,4,02:50:00,183.4395635,650
450,4,03:00:00,185.7326058,650
451,4,03:10:00,188.0256481,650
452,4,03:20:00,190.3186102,650
453,4,03:30:00,192.6117327,650
454,4,03:40:00,194.1023775,650
455,4,03:50:00,197.1978174,650
456,4,04:00:00,199.4908597,650
457,4,04:10:00,201.783902,650
458,4,04:20:00,204.0769443,650
459,4,04:30:00,206.3699866,650
460,4,04:40:00,208.6630289,650
461,4,04:50:00,210.9560713,650
462,4,05:00:00,213.2491136,650
463,4,05:10:00,215.5421559,650
464,4,05:20:00,217.8351982,650
465,4,05:30:00,220.1282405,650
466,4,05:40:00,222.4212828,650
467,4,05:50:00,224.7143251,650
468,4,06:00:00,227.0073675,650
469,4,06:10:00,229.3004098,650
470,4,06:20:00,231.5934521,650
471,4,06:30:00,233.8864944,650
472,4,06:40:00,236.1795367,650
473,4,06:50:00,238.472579,650
474,4,07:00:00,240.7656214,650
475,4,07:10:00,243.0586637,650
476,4,07:20:00,245.351706,650
477,4,07:30:00,247.6447483,650
478,4,07:40:00,249.9377906,650
479,4,07:50:00,252.2308329,650
480,4,08:00:00,254.5238752,650
481,4,08:10:00,256.8169176,650
482,4,08:20:00,259.1099599,650
483,4,08:30:00,261.4030022,650
484,4,08:40:00,263.6960445,650
485,4,08:50:00,265.9890868,650
486,4,09:00:00,268.2821291,650
487,4,09:10:00,270.5751714,650
488,4,09:20:00,272.8682138,650
489,4,09:30:00,275.1612561,650
490,4,09:40:00,277.4508393,650
491,4,09:50:00,279.7473407,650
492,4,10:00:00,282.040383,650
493,4,10:10:00,284.3334253,650
494,4,10:20:00,286.6264677,650
495,4,10:30:00,288.91951,650
496,4,10:40:00,291.2125523,650
497,4,10:50:00,293.5055946,650
498,4,11:00:00,295.7986369,650
499,4,11:10:00,298.0916792,650
500,4,11:20:00,300.3847215,650
501,4,11:30:00,302.6777639,650
502,4,11:40:00,304.9708062,650
503,4,11:50:00,307.2638485,650
504,4,12:00:00,20.63738084,650
505,4,12:10:00,18.34433852,650
506,4,12:20:00,16.05129621,650
507,4,12:30:00,13.75825389,650
508,4,12:40:00,11.46521158,650
509,4,12:50:00,9.17216926,650
510,4,13:00:00,6.879126945,650
511,4,13:10:00,4.58608463,650
512,4,13:20:00,2.293042315,650
513,4,13:30:00,0,1023
514,4,13:40:00,2.293042315,1023
515,4,13:50:00,4.58608463,1023
516,4,14:00:00,6.879126945,1023
517,4,14:10:00,9.17216926,1023
518,4,14:20:00,11.46521158,1023
519,4,14:30:00,13.75825389,1023
520,4,14:40:00,16.05129621,1023
521,4,14:50:00,18.34433852,1023
522,4,15:00:00,20.63738084,1023
523,4,15:10:00,22.93042315,1023
524,4,15:20:00,25.22346547,1023
525,4,15:30:00,27.51650778,1023
526,4,15:40:00,29.8095501,1023
527,4,15:50:00,32.10259241,1023
528,4,16:00:00,34.39563473,1023
529,4,16:10:00,36.65067704,1023
530,4,16:20:00,38.98171936,1023
531,4,16:30:00,41.27476167,1023
532,4,16:40:00,43.56780399,1023
533,4,16:50:00,45.8608463,1023
534,4,17:00:00,48.15388862,1023
535,4,17:10:00,50.44693093,1023
536,4,17:20:00,52.73997325,1023
537,4,17:30:00,55.03301556,1023
538,4,17:40:00,57.32605788,1023
539,4,17:50:00,59.61910019,1023
540,4,18:00:00,61.91214251,892
541,4,18:10:00,64.20518482,877
542,4,18:20:00,66.49822714,862
543,4,18:30:00,68.79126945,847
544,4,18:40:00,71.08431177,831
545,4,18:50:00,73.37735408,815
546,4,19:00:00,75.6703964,799
547,4,19:10:00,77.96343871,782
548,4,19:20:00,80.25648103,765
549,4,19:30:00,82.54952334,747
550,4,19:40:00,84.84256566,729
551,4,19:50:00,87.13560797,711
552,4,20:00:00,89.42865029,693
553,4,20:10:00,91.7216926,674
554,4,20:20:00,94.01473492,655
555,4,20:30:00,96.30777724,636
556,4,20:40:00,98.60081955,616
557,4,20:50:00,100.8938619,597
558,4,21:00:00,103.1861023,577
559,4,21:10:00,105.4799465,557
560,4,21:20:00,107.7729888,537
561,4,21:30:00,110.0660311,517
562,4,21:40:00,112.3590734,496
563,4,21:50:00,114.6521158,476
564,4,22:00:00,116.9451581,456
565,4,22:10:00,119.2382004,436
566,4,22:20:00,121.5312427,0
567,4,22:30:00,123.824285,0
568,4,22:40:00,126.1173273,0
569,4,22:50:00,128.4103696,0
570,4,23:00:00,130.703412,0
571,4,23:10:00,132.9964543,0
572,4,23:20:00,135.2894966,0
573,4,23:30:00,137.5825389,0
574,4,23:40:00,139.8755812,0
575,4,23:50:00,142.1686235,0
576,5,00:00:00,141.5194283,0
577,5,00:10:00,143.6572379,0
578,5,00:20:00,145.7950474,0
579,5,00:30:00,147.9328569,0
580,5,00:40:00,150.0706665,0
581,5,00:50:00,152.208476,0
582,5,01:00:00,154.3462856,0
583,5,01:10:00,156.4840951,0
584,5,01:20:00,158.6211024,0
585,5,01:30:00,160.7597142,0
586,5,01:40:00,162.8975237,0
587,5,01:50:00,165.0353332,0
588,5,02:00:00,167.1731428,0
589,5,02:10:00,169.3109523,0
590,5,02:20:00,171.4487619,0
591,5,02:30:00,173.5865714,0
592,5,02:40:00,175.7243809,0
593,5,02:50:00,177.8621102,0
594,5,03:00:00,180,0
595,5,03:10:00,182.1378095,650
596,5,03:20:00,184.2756191,650
597,5,03:30:00,186.4134286,650
598,5,03:40:00,188.5512381,650
599,5,03:50:00,190.6810238,650
600,5,04:00:00,192.8268572,650
601,5,04:10:00,194.9646668,650
602,5,04:20:00,197.1024763,650
603,5,04:30:00,199.2402858,650
604,5,04:40:00,201.3780954,650
605,5,04:50:00,203.5151024,650
606,5,05:00:00,205.6537144,650
607,5,05:10:00,207.791524,650
608,5,05:20:00,209.9293335,650
609,5,05:30:00,212.0671431,650
610,5,05:40:00,214.2049526,650
611,5,05:50:00,216.3427621,650
612,5,06:00:00,218.4805717,650
613,5,06:10:00,220.6183812,650
614,5,06:20:00,222.7561907,650
615,5,06:30:00,224.8940003,650
616,5,06:40:00,227.0318098,650
617,5,06:50:00,229.1696194,650
618,5,07:00:00,231.3074289,650
619,5,07:10:00,233.4452384,650
620,5,07:20:00,235.583048,650
621,5,07:30:00,237.7208575,650
622,5,07:40:00,239.858667,650
623,5,07:50:00,241.9964766,650
624,5,08:00:00,244.1342861,650
625,5,08:10:00,246.2720956,650
626,5,08:20:00,248.4099052,650
627,5,08:30:00,250.5477147,650
628,5,08:40:00,252.6855243,650
629,5,08:50:00,254.8233338,650
630,5,09:00:00,256.9611433,650
631,5,09:10:00,259.0989529,650
632,5,09:20:00,261.2367624,650
633,5,09:30:00,263.3745719,650
634,5,09:40:00,265.5123815,650
635,5,09:50:00,267.650191,650
636,5,10:00:00,269.7880006,650
637,5,10:10:00,271.9258101,650
638,5,10:20:00,274.0636196,650
639,5,10:30:00,276.2010165,650
640,5,10:40:00,278.3392387,650
641,5,10:50:00,280.4770482,650
642,5,11:00:00,282.6148578,650
643,5,11:10:00,284.7526673,650
644,5,11:20:00,286.8102377,650
645,5,11:30:00,289.0282864,650
646,5,11:40:00,291.1660959,650
647,5,11:50:00,293.3039055,650
648,5,12:00:00,12.39929531,650
649,5,12:10:00,10.26148578,650
650,5,12:20:00,8.123676241,650
651,5,12:30:00,5.985866704,650
652,5,12:40:00,3.848057167,650
653,5,12:50:00,1.65024763,650
654,5,13:00:00,0.427561907,1023
655,5,13:10:00,2.565371444,1023
656,5,13:20:00,4.703180981,1023
657,5,13:30:00,6.840990518,1023
658,5,13:40:00,8.978800055,1023
659,5,13:50:00,11.11660959,1023
660,5,14:00:00,13.25441913,1023
661,5,14:10:00,15.39222867,1023
662,5,14:20:00,17.5300382,1023
663,5,14:30:00,19.66784774,1023
664,5,14:40:00,21.80565728,1023
665,5,14:50:00,23.94346681,1023
666,5,15:00:00,26.08127635,1023
667,5,15:10:00,28.21908589,1023
668,5,15:20:00,30.35689543,1023
669,5,15:30:00,32.49470496,1023
670,5,15:40:00,34.6325145,1023
671,5,15:50:00,36.77032404,1023
672,5,16:00:00,38.90813357,1023
673,5,16:10:00,41.04594311,1023
674,5,16:20:00,43.18375265,1023
675,5,16:30:00,45.32156218,1023
676,5,16:40:00,47.45937172,1023
677,5,16:50:00,49.59718126,1023
678,5,17:00:00,51.7349908,1023
679,5,17:10:00,53.87280033,1023
680,5,17:20:00,56.01060987,1023
681,5,17:30:00,58.14841941,1023
682,5,17:40:00,60.28622894,902
683,5,17:50:00,62.42403848,889
684,5,18:00:00,64.56184802,875
685,5,18:10:00,66.69965755,861
686,5,18:20:00,68.83746709,847
687,5,18:30:00,70.97527663,832
688,5,18:40:00,73.11308617,817
689,5,18:50:00,75.2508957,797
690,5,19:00:00,77.38870524,777
691,5,19:10:00,79.52651478,757
692,5,19:20:00,81.66432431,737
693,5,19:30:00,83.80213385,737
694,5,19:40:00,85.93994339,721
695,5,19:50:00,88.07775292,703
696,5,20:00:00,90.21556246,686
697,5,20:10:00,92.353372,669
698,5,20:20:00,94.49118154,651
699,5,20:30:00,96.62899107,633
700,5,20:40:00,98.76680061,615
701,5,20:50:00,100.102361,596
702,5,21:00:00,103.0424197,578
703,5,21:10:00,105.1802292,559
704,5,21:20:00,107.3180388,541
705,5,21:30:00,109.4558483,522
706,5,21:40:00,111.5936578,503
707,5,21:50:00,113.7314674,484
708,5,22:00:00,115.8692769,465
709,5,22:10:00,118.0070864,447
650,5,22:20:00,120.144896,0
711,5,22:30:00,122.2827055,0
712,5,22:40:00,124.4205151,0
713,5,22:50:00,126.5583246,0
714,5,23:00:00,128.6961341,0
715,5,23:10:00,130.8339437,0
716,5,23:20:00,132.9717532,0
717,5,23:30:00,135.1095627,0
718,5,23:40:00,137.2473723,0
719,5,23:50:00,139.3851818,0
720,6,00:00:00,139.2405985,0
721,6,00:10:00,141.3096036,0
722,6,00:20:00,143.3786088,0
723,6,00:30:00,145.4476139,0
724,6,00:40:00,147.5166191,0
725,6,00:50:00,149.5856242,0
726,6,01:00:00,151.6546294,0
727,6,01:10:00,153.7236346,0
728,6,01:20:00,155.7926397,0
729,6,01:30:00,157.8616449,0
730,6,01:40:00,159.93065,0
731,6,01:50:00,161.9996552,0
732,6,02:00:00,164.0686603,0
733,6,02:10:00,166.1376655,0
734,6,02:20:00,168.2066706,0
735,6,02:30:00,170.2756758,0
736,6,02:40:00,172.3446809,0
737,6,02:50:00,174.4136861,0
738,6,03:00:00,176.4826912,0
739,6,03:10:00,178.5516964,0
740,6,03:20:00,180.6207015,650
741,6,03:30:00,182.6897067,650
742,6,03:40:00,184.7587119,650
743,6,03:50:00,186.827717,650
744,6,04:00:00,188.8967222,650
745,6,04:10:00,190.9657273,650
746,6,04:20:00,193.0347325,650
747,6,04:30:00,195.1037376,650
748,6,04:40:00,197.1727428,650
749,6,04:50:00,199.2417479,650
750,6,05:00:00,201.3107531,650
751,6,05:10:00,203.3797582,650
752,6,05:20:00,205.4487634,650
753,6,05:30:00,207.5177685,650
754,6,05:40:00,209.5867737,650
755,6,05:50:00,211.6557788,650
756,6,06:00:00,213.724784,650
757,6,06:10:00,215.7937892,650
758,6,06:20:00,217.8627943,650
759,6,06:30:00,219.9317995,650
760,6,06:40:00,222.0008046,650
761,6,06:50:00,224.0698098,650
762,6,07:00:00,226.1388149,650
763,6,07:10:00,228.2078201,650
764,6,07:20:00,230.2768252,650
765,6,07:30:00,232.3458304,650
766,6,07:40:00,234.4148355,650
767,6,07:50:00,236.4838407,650
768,6,08:00:00,238.5528458,650
769,6,08:10:00,240.621851,650
770,6,08:20:00,242.6908561,650
771,6,08:30:00,244.7598613,650
